country,isonum,isocode,year,busi,econ,educ,envi,gove,heal,pers,safe,soci,prosperity
Bahrain,48,BHR,2007,53.72160720825195,66.84172058105469,62.830970764160156,52.63540267944336,48.61066436767578,77.6536865234375,43.90726089477539,77.00466918945312,53.04727554321289,59.583695305718315
Belarus,112,BLR,2007,38.71923065185547,64.58197021484375,62.943031311035156,60.665077209472656,30.78482437133789,67.52825164794922,38.84927749633789,66.59677886962889,40.6600456237793,52.36983193291558
Belize,84,BLZ,2007,47.05191040039063,58.71245956420898,51.444740295410156,63.02024841308594,47.74314880371094,72.72271728515625,60.96698760986328,64.56396484375,50.02582168579102,57.36133321126302
Bolivia,68,BOL,2007,38.402252197265625,56.17919158935547,53.03932571411133,58.22491455078125,41.69028854370117,63.9848518371582,60.81941223144531,63.31742858886719,49.45723342895508,53.90165540907118
Brazil,76,BRA,2007,46.08446884155274,67.53085327148439,52.86373519897461,69.54718780517578,48.032958984375,72.31058502197266,65.73212432861328,62.78954696655274,53.17922973632813,59.7856322394477
Botswana,72,BWA,2007,46.90789413452149,58.64061737060547,55.16961288452149,63.27473068237305,65.3326416015625,68.91158294677734,66.03157806396484,62.5155143737793,52.1627311706543,59.882989247639976
Central African Republic,140,CAF,2007,32.341670989990234,47.06525802612305,14.890825271606445,57.75108337402344,30.621109008789066,48.61004638671875,39.125755310058594,45.64458847045898,49.44056701660156,40.610100428263344
Canada,124,CAN,2007,72.961181640625,80.0583267211914,76.57344818115234,70.29411315917969,78.2316665649414,80.3747329711914,91.07091522216795,78.72323608398438,65.76999664306639,77.11751302083333
Switzerland,756,CHE,2007,71.49959564208984,78.86688995361328,76.62126159667969,72.69436645507812,79.6859359741211,82.21589660644531,82.0792465209961,81.97004699707031,61.28546142578125,76.32430013020833
Chile,152,CHL,2007,54.85770034790039,63.717979431152344,65.61698913574219,67.55792999267578,67.38071441650389,73.8956069946289,58.32989120483398,69.77238464355469,53.62136840820313,63.86117384168837
China,156,CHN,2007,49.2413215637207,69.18450927734375,64.33670806884766,48.00870895385742,34.805686950683594,72.5484619140625,38.44559097290039,71.09078979492188,40.90909194946289,54.28565216064453
Ivory Coast,384,CIV,2007,34.98857879638672,50.44039535522461,26.36052894592285,57.1962776184082,24.882797241210934,52.79853820800781,51.35601806640625,59.06770324707031,40.2168197631836,44.145295249091255
Cameroon,120,CMR,2007,36.13387680053711,52.99673080444336,39.13436508178711,56.11991882324219,27.537111282348636,57.42636489868164,39.05340576171875,62.19700622558594,47.52740859985352,46.45846536424425
Democratic Republic of Congo,180,COD,2007,29.71253776550293,44.54039001464844,25.522464752197266,43.459938049316406,32.023345947265625,49.67464447021485,34.75394821166992,40.69724655151367,41.21443176269531,37.9554386138916
Congo,178,COG,2007,35.71946716308594,43.187255859375,38.72206497192383,55.89346313476562,26.19988250732422,51.10459899902344,45.34485244750977,58.56467056274414,40.40036010742188,43.90406841701932
Colombia,170,COL,2007,52.4922866821289,59.20808410644531,52.01865005493164,66.14212036132811,46.91220474243164,72.91250610351562,64.2259521484375,43.52941131591797,53.92802429199219,56.81880442301432
Comoros,174,COM,2007,33.35654830932617,45.91246032714844,28.47548675537109,54.32350158691406,34.84197998046875,54.62810516357422,35.07877731323242,59.5963363647461,41.86363220214844,43.11964755588107
Costa Rica,188,CRI,2007,49.10109329223633,65.27549743652344,60.03422164916992,66.40392303466797,62.54195022583008,77.83390045166016,81.17053985595703,69.59298706054689,55.96045684814453,65.3238410949707
Cyprus,196,CYP,2007,56.7593994140625,75.44066619873047,59.57119369506836,59.9717025756836,70.193603515625,77.74566650390625,71.89177703857422,78.16726684570312,54.8636360168457,67.17832353379991
Czech Republic,203,CZE,2007,51.31828689575195,73.28256225585938,68.36031341552734,63.35489273071289,60.5152473449707,77.41789245605469,77.12891387939453,74.98445129394531,48.23847579956055,66.06678178575304
Germany,276,DEU,2007,67.78285217285156,80.81075286865234,74.63958740234375,67.20240020751953,77.18417358398438,80.6650161743164,77.70743560791016,82.93441009521484,60.84773635864258,74.4193738301595
Djibouti,262,DJI,2007,28.918027877807614,52.56313705444336,51.19594192504883,61.33586883544922,38.09634399414063,62.401817321777344,55.418128967285156,65.00688171386719,52.04781723022461,51.88710721333822
Denmark,208,DNK,2007,73.01057434082031,83.71195220947266,77.94743347167969,63.19897079467773,85.90428924560547,78.4373550415039,81.54666137695312,83.99838256835938,65.20864105224611,76.99602890014648
Dominican Republic,214,DOM,2007,46.60560989379883,56.682777404785156,49.69100570678711,71.58332061767578,46.42784881591797,70.62284088134766,75.81423950195312,60.64470291137695,52.85518264770508,58.99194759792752
Algeria,12,DZA,2007,42.19145965576172,53.17362594604492,52.91832733154297,63.2404670715332,36.43183517456055,72.29947662353516,37.06086730957031,63.56864547729492,44.37754821777344,51.69580586751302
Ecuador,218,ECU,2007,39.49153900146485,56.52446746826172,51.57505416870117,70.85189819335938,38.04984664916992,74.48397064208984,60.230262756347656,62.17366027832031,46.89204406738281,55.585860358344185
Egypt,818,EGY,2007,36.86327362060547,58.61027908325195,51.60615539550781,48.17201614379883,38.36933517456055,63.36605072021485,32.67728805541992,69.92372894287111,41.265708923339844,48.98375956217448
Spain,724,ESP,2007,59.83027267456055,75.4856948852539,70.2579345703125,67.10073852539061,67.20825958251953,80.29895782470703,86.13465118408203,76.74177551269531,56.39364242553711,71.05021413167317
Estonia,233,EST,2007,55.82028579711914,73.2643051147461,64.99907684326172,69.35150909423828,65.99798583984375,71.59756469726562,69.17111968994139,70.14618682861328,46.67338562011719,65.22460216946072
Ethiopia,231,ETH,2007,39.70763778686523,58.29362106323242,31.0113582611084,49.81290817260742,39.2099723815918,50.91006851196289,46.701698303222656,56.41617202758789,42.17772674560547,46.02679591708713
Finland,246,FIN,2007,73.24717712402344,81.19776916503906,76.45640563964844,76.33759307861328,84.40656280517578,79.59870910644531,80.6948013305664,80.8897933959961,60.86455154418945,77.07704035441081
France,250,FRA,2007,63.8838882446289,78.37151336669922,72.60662841796875,70.009033203125,69.03498077392578,80.70027160644531,76.06546020507812,77.87024688720703,58.72641372680664,71.91871515909831
Gabon,266,GAB,2007,40.94690704345703,45.35175704956055,47.51426696777344,59.31591415405274,32.46957778930664,57.27436447143555,50.695091247558594,56.04828643798828,42.5,48.01290724012587
United Kingdom,826,GBR,2007,73.46446228027344,80.259033203125,75.5850830078125,74.27351379394531,75.46841430664062,78.60645294189453,84.05052185058594,76.40546417236328,61.38001251220703,75.49921756320529
Georgia,268,GEO,2007,41.68360137939453,55.42243576049805,58.83165740966797,51.44496536254883,40.89360427856445,69.82309722900389,50.494117736816406,59.95302200317383,39.279273986816406,51.98064168294271
Ghana,288,GHA,2007,39.94595718383789,60.21459579467773,44.05804061889648,59.10603332519531,57.47051239013672,63.57297134399414,62.215049743652344,67.73715209960939,55.11854934692383,56.60431798299154
Guinea,324,GIN,2007,35.19837188720703,45.95039367675781,22.239288330078125,60.84736633300781,34.837448120117195,48.432655334472656,49.63249969482422,55.04797744750977,46.79050064086914,44.330722384982636
Greece,300,GRC,2007,47.12190246582031,71.13190460205078,59.16713333129883,64.5096435546875,61.93209457397461,78.56277465820312,63.01980590820313,77.57604217529297,45.14273071289063,63.12933688693576
Guatemala,320,GTM,2007,47.22172546386719,60.67373275756836,45.47670364379883,64.58024597167969,42.26150512695313,68.94868469238281,51.33821487426758,61.87921905517578,51.51881408691406,54.877649519178604
Guyana,328,GUY,2007,38.973087310791016,56.83537292480469,52.40874862670898,61.98071670532226,45.785804748535156,68.68917083740234,60.01464080810547,65.01511383056639,54.54800033569336,56.02785068088107
Hong Kong,344,HKG,2007,75.78833770751953,75.66778564453125,73.34815216064453,56.05790710449219,65.93148803710939,81.52993774414062,70.6833267211914,84.8575439453125,52.40908813476562,70.69706302218967
Honduras,340,HND,2007,50.15356063842773,54.50689697265625,51.52813339233398,59.26461791992188,42.190086364746094,72.27220916748047,63.83605575561523,59.39493179321289,51.09429931640625,56.02675459120009
Croatia,191,HRV,2007,45.8751220703125,65.97271728515625,64.21524047851561,57.55375671386719,52.62928771972656,74.2993392944336,65.76888275146484,75.32318115234375,41.84550476074219,60.387003580729164
Hungary,348,HUN,2007,52.44927978515625,67.72413635253906,62.981163024902344,48.7602424621582,60.34823608398438,74.07373809814453,73.70628356933594,74.22212219238281,48.61681747436523,62.542446560329864
Indonesia,360,IDN,2007,46.83797836303711,63.5939826965332,53.14390182495117,57.85122680664063,47.877723693847656,66.34004974365234,38.27246856689453,73.63910675048828,50.80368041992188,55.37334654066298
India,356,IND,2007,49.00666046142578,63.88409042358398,46.920005798339844,47.82561492919922,58.58099365234375,59.29930877685547,48.69853210449219,51.68043518066406,38.78030014038086,51.630660163031685
Ireland,372,IRL,2007,68.56892395019531,78.1685562133789,76.57611846923828,71.80905151367188,75.6434326171875,78.51757049560547,86.09733581542969,79.91641235351562,65.00136566162111,75.58875189887152
Iran,364,IRN,2007,41.60147476196289,55.02167892456055,53.40831756591797,54.60644912719727,32.074325561523445,70.7257308959961,27.37955665588379,58.94451904296875,47.81818389892578,49.06447071499295
Iraq,368,IRQ,2007,32.13236618041992,43.98105239868164,36.0426139831543,36.28181838989258,29.51379776000977,57.92911148071289,28.4361515045166,43.585716247558594,43.034523010253906,38.99301677280002
Iceland,352,ISL,2007,69.81435394287111,78.07746124267578,66.26317596435547,70.208251953125,79.98565673828125,83.11932373046875,85.26529693603516,82.37683868408203,63.89091110229492,75.44458558824327
Israel,376,ISR,2007,61.87075805664063,73.40707397460938,71.31610870361328,50.00926971435547,65.41892242431639,78.49866485595703,53.17025756835938,63.11334228515625,51.35636901855469,63.12897406684028
Italy,380,ITA,2007,52.8761100769043,72.85773468017578,70.57079315185547,63.97476196289063,57.98945617675781,78.13458251953125,75.27562713623047,77.9935302734375,55.937278747558594,67.28998608059354
Jamaica,388,JAM,2007,50.41394805908203,61.25767135620117,53.90437316894531,62.96938705444336,50.51233673095703,72.49722290039062,63.10335922241211,60.000282287597656,52.6990966796875,58.595297495524086
Jordan,400,JOR,2007,42.07580947875977,59.51833724975586,56.38745498657226,58.5479736328125,48.55573654174805,74.90545654296875,43.98018646240234,74.46345520019531,44.99545669555664,55.936651865641274
Japan,392,JPN,2007,65.54899597167969,75.35958862304688,72.26463317871094,60.8043441772461,69.14690399169922,83.8884506225586,67.18891906738281,84.09196472167969,51.4754524230957,69.97436141967773
Kazakhstan,398,KAZ,2007,47.263832092285156,62.05108642578125,64.01741790771484,56.56510543823242,33.64683151245117,67.2337646484375,43.06631851196289,64.88011169433594,41.30372619628906,53.33646604749892
Kenya,404,KEN,2007,49.95676803588867,53.79568862915039,49.0947380065918,56.39497756958008,42.06580352783203,58.95413208007813,52.122314453125,53.928672790527344,55.62393188476562,52.437447441948784
Kyrgyzstan,417,KGZ,2007,45.80470275878906,56.007301330566406,56.41444778442383,57.4515266418457,31.924602508544922,69.94008636474611,49.51507568359375,64.16121673583984,45.63090896606445,52.98331875271268
Cambodia,116,KHM,2007,33.321468353271484,54.28279113769531,51.17394256591797,53.33633422851562,37.3731803894043,60.867149353027344,53.04335403442383,59.41368865966797,41.72418212890625,49.39289898342557
South Korea,410,KOR,2007,56.59375,72.31857299804688,73.25453186035156,54.088294982910156,61.92662048339844,77.68737030029297,59.44186019897461,76.16957092285156,47.044639587402344,64.2805790371365
Kuwait,414,KWT,2007,50.65455627441406,66.06365966796875,53.04281616210938,57.057518005371094,47.31182861328125,77.24714660644531,50.94689178466797,76.69145202636719,56.4903678894043,59.500693003336586
Laos,418,LAO,2007,43.51552200317383,64.927490234375,45.22093200683594,51.01088333129883,35.34919738769531,60.9898910522461,44.697792053222656,65.0899658203125,52.36199951171875,51.462630377875435
Lebanon,422,LBN,2007,41.97889709472656,60.23523330688477,51.35845565795898,60.08940505981445,38.44511795043945,69.75592803955078,50.6566162109375,65.753662109375,50.82617950439453,54.34438832600912
Liberia,430,LBR,2007,40.46562194824219,46.00360488891602,25.768047332763672,58.18606567382813,47.19763565063477,50.90652084350586,50.84922790527344,50.34111785888672,52.781455993652344,46.944366455078125
Libya,434,LBY,2007,37.47756576538086,52.31569290161133,45.55187606811523,48.31854248046875,30.12551689147949,74.35469818115234,27.98908996582031,63.27560043334961,53.59091186523438,48.11105495029025
Sri Lanka,144,LKA,2007,40.940223693847656,62.058876037597656,59.9355583190918,62.11270141601562,48.823997497558594,75.07901763916016,44.41372680664063,44.46879196166992,50.85309219360352,54.29844284057617
Lesotho,426,LSO,2007,39.5158576965332,42.79292678833008,41.40312957763672,51.28365707397461,45.58595657348633,57.28805160522461,56.59661102294922,58.05934524536133,48.18636703491211,48.967989179823135
Lithuania,440,LTU,2007,51.03799057006836,69.37465667724611,59.52992248535156,59.07110595703125,56.49786758422852,67.43194580078125,66.69394683837889,68.97278594970703,37.81999969482422,59.60335795084635
Luxembourg,442,LUX,2007,58.13689422607422,80.81192016601562,66.03713226318361,73.36929321289062,79.18881225585938,84.00080108642578,86.50301361083984,82.50595092773438,61.6218147277832,74.68618138631184
Latvia,428,LVA,2007,51.76066589355469,68.67546081542969,64.01480102539061,65.59081268310547,54.60382843017578,68.02362060546875,65.47803497314453,70.82866668701172,46.26736450195313,61.693695068359375
Morocco,504,MAR,2007,45.40107345581055,59.71297073364258,39.27200317382813,58.32529067993164,39.27504348754883,67.71144866943361,43.49038314819336,70.56077575683594,42.06364059448242,51.756958855523
Moldova,498,MDA,2007,42.891868591308594,57.920265197753906,59.37179183959961,42.8070068359375,42.23601150512695,63.9920539855957,50.72666931152344,62.35492706298828,45.43627548217773,51.97076331244575
Madagascar,450,MDG,2007,36.95037841796875,46.72289276123047,32.42577743530273,52.8501968383789,45.86480331420898,58.36042022705078,52.886878967285156,67.25762176513672,41.03096008300781,48.26110331217448
Mexico,484,MEX,2007,54.85244369506836,62.380348205566406,60.11402130126953,60.17673110961914,50.6264877319336,73.36956024169922,60.1010627746582,59.46743392944336,47.72772979736328,58.75731319851346
Macedonia,807,MKD,2007,42.282997131347656,52.23447799682617,63.86691284179688,55.34255981445313,45.93526840209961,70.79279327392578,63.879127502441406,70.27278137207031,42.19004821777344,56.31077406141493
Mali,466,MLI,2007,34.34625244140625,47.814918518066406,16.40875244140625,46.54981994628906,45.81566619873047,55.934547424316406,59.20097732543945,67.43268585205078,44.289161682128906,46.42142020331489
Malta,470,MLT,2007,49.59149932861328,67.43703460693361,62.53173828125,55.442237854003906,69.23626708984375,74.49853515625,78.01033020019531,80.77642822265625,60.85000610351562,66.4860085381402
Montenegro,499,MNE,2007,44.154205322265625,58.87152099609375,60.22817611694336,47.944297790527344,46.40496444702149,71.94242095947266,64.43468475341797,74.32220458984375,44.974891662597656,57.03081851535373
Mongolia,496,MNG,2007,44.30915832519531,57.8468132019043,59.86371612548828,54.25779342651367,44.553871154785156,68.50121307373047,56.31093978881836,62.62114715576172,47.76545715332031,55.11445660061307
Mozambique,508,MOZ,2007,36.54680252075195,45.91517639160156,29.01404190063477,55.50032806396485,44.31979370117188,54.68153381347656,64.67642211914061,63.7728157043457,46.87522888183594,49.03357145521376
Mauritania,478,MRT,2007,32.40085983276367,43.06941604614258,26.465187072753906,39.24957656860352,41.17924118041992,57.33353042602539,39.47573852539063,62.71294784545898,46.02923202514648,43.10174772474501
Mauritius,480,MUS,2007,54.52019119262695,63.43932342529297,58.59253311157226,62.86472702026367,66.25275421142578,74.60076141357422,75.01349639892578,73.08642578125,56.92046356201172,65.03229734632704
Malawi,454,MWI,2007,39.89656448364258,53.18315505981445,36.68717956542969,61.455482482910156,50.00153732299805,61.290794372558594,57.5162239074707,64.59579467773439,52.23382186889648,52.98450597127279
Malaysia,458,MYS,2007,61.64641952514648,70.638427734375,67.63617706298828,66.35894012451172,57.83484649658203,78.09380340576172,46.09503936767578,74.28936004638672,51.13795852661133,63.74788581000434
Namibia,516,NAM,2007,51.03213882446289,56.63235855102539,44.9296760559082,52.97836685180664,62.45359802246094,63.007362365722656,71.51651000976562,61.74755096435547,52.40217971801758,57.411082373725044
Niger,562,NER,2007,31.610292434692386,45.07548141479492,13.961565017700195,48.61004257202149,40.735443115234375,53.15585327148438,44.15475082397461,61.706626892089844,44.715274810791016,42.636147816975914
Nigeria,566,NGA,2007,51.69681930541992,45.58919906616211,39.97933578491211,53.68662643432617,36.58115005493164,50.04842758178711,49.25093460083008,55.376625061035156,53.47835922241211,48.40971967909071
Nicaragua,558,NIC,2007,47.43135452270508,53.6759033203125,47.80992126464844,68.17832946777344,41.194034576416016,70.26712036132811,69.76657867431639,63.9580192565918,52.92698287963867,57.2453604804145
Netherlands,528,NLD,2007,71.04085540771484,83.51280975341797,80.46593475341797,58.41188430786133,82.97328186035156,81.33692169189453,90.6841812133789,83.21546936035156,65.24318695068361,77.43161392211914
Norway,578,NOR,2007,70.24584197998047,79.14329528808594,79.09870910644531,73.54850769042969,80.7342758178711,80.62454223632812,81.4536361694336,84.70748901367188,62.701820373535156,76.91756863064236
Nepal,524,NPL,2007,42.45664596557617,65.66411590576172,35.35655212402344,50.22322082519531,39.98912811279297,62.34112548828125,56.05713272094727,66.58127593994139,41.6363639831543,51.145062340630425
New Zealand,554,NZL,2007,70.58988952636719,83.06465148925781,77.52787780761719,75.57234191894531,82.66027069091797,78.73135375976562,88.97473907470703,78.84187316894531,66.92227935791016,78.0983640882704
Oman,512,OMN,2007,52.66337966918945,64.03882598876953,56.0925407409668,48.48488235473633,43.85697555541992,78.2685775756836,48.0841178894043,77.88651275634766,51.19409561157226,57.84110090467665
Pakistan,586,PAK,2007,46.45496368408203,55.65777587890625,34.56581497192383,34.23069381713867,35.68681335449219,58.980224609375,32.145278930664055,48.78219223022461,35.09454727172852,42.39981163872613
Panama,591,PAN,2007,58.82218551635742,64.63507080078125,58.84073257446289,63.30085372924805,50.65243148803711,73.67328643798828,68.20729064941406,68.88107299804689,55.06621170043945,62.45323732164171
Peru,604,PER,2007,50.59965133666992,60.64202880859375,53.52421569824219,63.50611877441406,46.719032287597656,69.26854705810547,58.78266143798828,60.273414611816406,47.60122680664063,56.768544091118706
Philippines,608,PHL,2007,42.37722396850586,59.232276916503906,56.981788635253906,63.78525924682617,45.66465377807617,67.12624359130861,60.73527908325195,47.60217666625977,56.42327499389648,55.54757520887587
Poland,616,POL,2007,50.12072372436523,68.53123474121094,63.74267196655274,56.50602722167969,54.82998657226562,74.08261108398438,71.14871978759766,75.73684692382812,48.1763687133789,62.54168785942925
Portugal,620,PRT,2007,55.47410202026367,72.81614685058594,59.40579605102539,66.08657073974611,67.44271850585939,76.06928253173828,78.53575134277344,78.31747436523438,51.0572738647461,67.24501291910808
Paraguay,600,PRY,2007,44.594425201416016,57.2906494140625,51.0944709777832,59.28775024414063,34.47886276245117,73.01136016845703,62.70600128173828,65.78304290771484,49.93717956542969,55.353749169243706
Qatar,634,QAT,2007,56.1494369506836,71.56375885009766,52.86940383911133,62.92204284667969,45.44476699829102,79.3657455444336,49.08928680419922,74.21644592285156,55.59090805053711,60.80131064520942
Romania,642,ROU,2007,54.60930633544922,62.64861297607422,63.06790161132813,56.1687126159668,47.85613250732422,68.93157958984375,61.56532287597656,71.62010955810547,41.43566131591797,58.655926598442925
Russia,643,RUS,2007,47.94700622558594,61.34496307373047,65.00154876708984,55.28510284423828,34.158042907714844,63.759986877441406,38.9029541015625,53.32602310180664,42.9816780090332,51.41192287868924
Rwanda,646,RWA,2007,40.102882385253906,55.28193283081055,36.992774963378906,54.83197402954102,47.186729431152344,67.51461029052734,56.13551330566406,63.62784957885742,40.58036422729492,51.36162567138672
Saudi Arabia,682,SAU,2007,52.15746307373047,61.27230072021485,53.448997497558594,61.65827560424805,37.037452697753906,76.25630187988281,31.48061943054199,63.89071273803711,50.3636360168457,54.17397329542372
Serbia,688,SCG,2007,43.83455276489258,58.72080993652344,62.86302947998047,50.675987243652344,44.034278869628906,70.38722229003906,64.19465637207031,71.68811798095703,40.932411193847656,56.37011845906576
Sudan,729,SDN,2007,42.688453674316406,46.29429244995117,27.34017944335937,44.231590270996094,31.014263153076172,58.5658073425293,36.70142364501953,45.91533660888672,54.90909957885742,43.07338290744357
Senegal,686,SEN,2007,34.283016204833984,53.272987365722656,32.60321807861328,52.82258224487305,43.615814208984375,63.26657104492188,63.89118576049805,67.58476257324219,49.75170516967773,51.23242696126302
Singapore,702,SGP,2007,75.57946014404297,78.6213607788086,74.663330078125,74.29045104980469,69.92662811279297,84.31001281738281,52.19208145141602,85.81846618652344,56.754737854003906,72.46183649698894
Sierra Leone,694,SLE,2007,37.76928329467773,53.59310531616211,27.42476463317871,49.8999252319336,41.52104568481445,48.92345428466797,57.03101348876953,57.724464416503906,57.61045837402344,47.94416830274794
El Salvador,222,SLV,2007,46.85472106933594,59.19597625732422,52.74800491333008,55.84553527832031,47.25684356689453,73.6579360961914,60.30031967163086,56.97409057617188,45.62163925170898,55.38389629787869
Suriname,740,SUR,2007,35.05438995361328,57.61217498779297,57.64104843139648,68.22627258300781,52.52548599243164,73.85162353515625,70.4068374633789,68.81705474853516,50.40954971313477,59.39382637871636
Slovakia,703,SVK,2007,54.11396026611328,69.63784790039061,66.05520629882811,61.53266906738281,58.14790725708008,75.31011962890625,70.59259796142578,76.7372055053711,47.4849967956543,64.4013900756836
Slovenia,705,SVN,2007,48.632179260253906,74.52772521972656,69.10336303710939,58.8300895690918,64.98542785644531,76.69380950927734,80.7146224975586,80.22604370117188,58.25636291503906,67.99662484063043
Sweden,752,SWE,2007,70.49724578857422,82.5764389038086,78.44947052001953,70.79537200927734,84.53209686279297,81.34333038330078,82.38128662109375,81.393310546875,59.81772994995117,76.86514239841037
Swaziland,748,SWZ,2007,47.50103378295898,46.69871139526367,46.40533447265625,48.25061416625977,27.253183364868164,63.35442733764648,38.8377799987793,60.622352600097656,49.68182373046875,47.62280676099989
Chad,148,TCD,2007,24.860708236694336,44.91027450561523,18.21506118774414,49.70532989501953,22.125022888183594,40.26126098632813,28.32069969177246,45.52956771850586,32.680004119873054,34.067547692192925
Togo,768,TGO,2007,29.873878479003906,48.73430252075195,29.525434494018555,53.71168899536133,30.041540145874023,51.95242691040039,36.674705505371094,57.49124145507813,27.38527107238769,40.59894328647189
Thailand,764,THA,2007,52.85067749023438,72.46376037597656,60.278236389160156,59.60906600952149,45.71694564819336,78.94110107421875,48.88257217407226,60.5374755859375,57.15134048461914,59.60346391465929
Tajikistan,762,TJK,2007,35.76379776000977,52.21916580200195,56.95135498046875,50.66074752807617,34.904041290283196,67.97936248779297,43.62187576293945,68.01253509521484,45.07411575317383,50.57633293999566
Trinidad and Tobago,780,TTO,2007,55.27417755126953,60.91336441040039,59.50299072265625,66.07383728027344,52.651268005371094,72.01976776123047,65.08843231201172,63.47828674316406,51.683189392089844,60.74281268649631
Tunisia,788,TUN,2007,53.580970764160156,62.04270553588867,53.23989868164063,60.29264831542969,51.30993270874024,72.62261962890625,36.98650741577149,71.29393005371094,50.13286590576172,56.833564334445526
Turkey,792,TUR,2007,47.47373962402344,64.51673126220703,52.2868766784668,58.12824249267578,53.47410583496094,73.50901794433594,53.30807113647461,56.19927215576172,45.07329559326172,55.996594746907554
Tanzania,834,TZA,2007,44.42150115966797,59.39191436767578,41.86046600341797,58.52738571166992,47.64594268798828,56.04612731933594,50.67384719848633,64.05157470703125,45.28808975219727,51.98964987860786
Uganda,800,UGA,2007,44.54803085327149,56.21344375610352,39.02947235107422,51.15714645385742,41.70228576660156,54.30148696899414,54.33964538574219,53.6172866821289,51.25454711914063,49.5737050374349
Ukraine,804,UKR,2007,40.55452346801758,61.87201690673828,60.71901321411133,48.86430358886719,37.151100158691406,65.77876281738281,57.94430541992188,62.01273727416992,39.1238899230957,52.668961418999565
Uruguay,858,URY,2007,51.4981689453125,62.57042694091797,56.74354553222656,64.0419921875,66.84747314453125,76.1252212524414,82.71489715576172,71.21517944335938,48.5281867980957,64.47612126668294
United States,840,USA,2007,72.27677917480469,80.11787414550781,78.71100616455078,67.07869720458984,69.16072082519531,78.65673065185547,75.39447784423828,73.8377685546875,65.75090789794922,73.4427736070421
Venezuela,862,VEN,2007,34.7767333984375,57.80162048339844,54.25155639648438,71.37459564208984,31.93813323974609,71.87862396240234,60.29342269897461,57.19277954101562,49.63386535644531,54.3490367465549
Vietnam,704,VNM,2007,44.06755065917969,62.92811584472656,59.61900329589844,57.10444641113281,42.927825927734375,68.90113067626953,43.322998046875,72.20772552490234,47.906639099121094,55.442826165093315
Yemen,887,YEM,2007,26.433034896850586,43.77265167236328,24.555931091308594,41.83828353881836,31.51717567443848,58.33677673339844,32.102787017822266,58.39943313598633,42.22690963745117,39.909220377604164
South Africa,710,ZAF,2007,60.01456832885742,55.94046020507813,53.6579475402832,64.91768646240234,64.75001525878906,53.30916213989258,79.22367095947266,59.51300811767578,47.176979064941406,59.833722008599175
